YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours),ENERGY SHARE
2012,VT,Total Electric Power Industry,Hydroelectric,1151321,0.174131618899946
2012,VT,Total Electric Power Industry,Nuclear,4989338,0.754612747599514
2012,VT,Total Electric Power Industry,Oil,3420,0.00051725812057438
2012,VT,Total Electric Power Industry,Other,353207,0.0534208154952384
2012,VT,Total Electric Power Industry,Solar Thermal and Photovoltaic,5064,0.000765905006604872
2012,VT,Total Electric Power Industry,Total,6611786,1
2012,VT,Total Electric Power Industry,Wind,106897,0.0161676436593683
2012,WA,Total Electric Power Industry,Coal,3762957,0.0322275773597235
2012,WA,Total Electric Power Industry,Gas,5842930,0.0500413580549682
2012,WA,Total Electric Power Industry,Hydroelectric,89507906,0.766584089300477
2012,WA,Total Electric Power Industry,Nuclear,9333709,0.079937886308732
2012,WA,Total Electric Power Industry,Oil,26713,0.00022878158693025
2012,WA,Total Electric Power Industry,Other,1613790,0.0138211895770662
2012,WA,Total Electric Power Industry,Solar Thermal and Photovoltaic,794,6.80015647896599E-06
2012,WA,Total Electric Power Industry,Total,116835473,1.00062909155416
2012,WA,Total Electric Power Industry,Wind,6599766,0.0565232261014603
2012,WI,Total Electric Power Industry,Coal,32758435,0.514172420985063
2012,WI,Total Electric Power Industry,Gas,11542007,0.181161941411931
2012,WI,Total Electric Power Industry,Hydroelectric,1530263,0.0240188223721269
2012,WI,Total Electric Power Industry,Nuclear,14299595,0.224444708065447
2012,WI,Total Electric Power Industry,Oil,317568,0.0049845087955937
2012,WI,Total Electric Power Industry,Other,1665600,0.0261430555028872
2012,WI,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2012,WI,Total Electric Power Industry,Total,63750938,1.00062698756912
2012,WI,Total Electric Power Industry,Wind,1557578,0.0244475552978362
2012,WV,Total Electric Power Industry,Coal,70267429,0.957147117750498
2012,WV,Total Electric Power Industry,Gas,274525,0.00373943968407405
2012,WV,Total Electric Power Industry,Hydroelectric,1431440,0.019498346385105
2012,WV,Total Electric Power Industry,Nuclear,0,0
2012,WV,Total Electric Power Industry,Oil,143448,0.00195397557162755
2012,WV,Total Electric Power Industry,Other,10539,0.000143556888554618
2012,WV,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2012,WV,Total Electric Power Industry,Total,73413405,1
2012,WV,Total Electric Power Industry,Wind,1286024,0.0175175637201408
2012,WY,Total Electric Power Industry,Coal,43411766,0.876030086787117
2012,WY,Total Electric Power Industry,Gas,795414,0.0160510999587459
2012,WY,Total Electric Power Industry,Hydroelectric,893470,0.0180298263296104
2012,WY,Total Electric Power Industry,Nuclear,0,0
2012,WY,Total Electric Power Industry,Oil,51854,0.00104639060572332
2012,WY,Total Electric Power Industry,Other,0,0
2012,WY,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2012,WY,Total Electric Power Industry,Total,49588606,1.00067596461826
2012,WY,Total Electric Power Industry,Wind,4369107,0.0881666317005441
2013,AK,Total Electric Power Industry,Coal,624620.71,0.0961406039049578
2013,AK,Total Electric Power Industry,Gas,3421005.42,0.526555590897609
2013,AK,Total Electric Power Industry,Hydroelectric,1435479.43,0.220946659442888
2013,AK,Total Electric Power Industry,Nuclear,0,0
2013,AK,Total Electric Power Industry,Oil,818652.11,0.126005601452869
2013,AK,Total Electric Power Industry,Other,52031.97,0.00800867620634072
2013,AK,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,AK,Total Electric Power Industry,Total,6496821.64,0.999980221488971
2013,AK,Total Electric Power Industry,Wind,145289,0.022362646606366
2013,AL,Total Electric Power Industry,Coal,47050483.93,0.312479812480069
2013,AL,Total Electric Power Industry,Gas,46854120.8,0.311175691695006
2013,AL,Total Electric Power Industry,Hydroelectric,12899178,0.0856682521817163
2013,AL,Total Electric Power Industry,Nuclear,40816135,0.27107517597346
2013,AL,Total Electric Power Industry,Oil,74130.97,0.000492331420842107
2013,AL,Total Electric Power Industry,Other,2875578.42,0.0190977888089351
2013,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,AL,Total Electric Power Industry,Total,150572923.86,1.00001094743997
2013,AL,Total Electric Power Industry,Wind,0,0
2013,AR,Total Electric Power Industry,Coal,31889234.55,0.528735967799603
2013,AR,Total Electric Power Industry,Gas,12139377.08,0.201275614778848
2013,AR,Total Electric Power Industry,Hydroelectric,2685558.44,0.0445276081691271
2013,AR,Total Electric Power Industry,Nuclear,11945257,0.198057028010727
2013,AR,Total Electric Power Industry,Oil,41686.93,0.000691185586270031
2013,AR,Total Electric Power Industry,Other,1600813.2,0.0265421082855179
2013,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,AR,Total Electric Power Industry,Total,60322492.14,1.00017048736991
2013,AR,Total Electric Power Industry,Wind,0,0
2013,AZ,Total Electric Power Industry,Coal,43492375.81,0.383786828996313
2013,AZ,Total Electric Power Industry,Gas,29684631.29,0.261944083314354
2013,AZ,Total Electric Power Industry,Hydroelectric,5938929,0.052406489323588
2013,AZ,Total Electric Power Industry,Nuclear,31431080,0.277355152494472
2013,AZ,Total Electric Power Industry,Oil,42964.77,0.000379131112746998
2013,AZ,Total Electric Power Industry,Other,171441.13,0.00151283636308312
2013,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,2111438.64,0.018631825122774
2013,AZ,Total Electric Power Industry,Total,113325986.12,1.00001483124026
2013,AZ,Total Electric Power Industry,Wind,449764,0.00396882203241262
2013,CA,Total Electric Power Industry,Coal,823170.96,0.00412267592707504
2013,CA,Total Electric Power Industry,Gas,120928579.47,0.605644960405734
2013,CA,Total Electric Power Industry,Hydroelectric,23950889.48,0.119952914144628
2013,CA,Total Electric Power Industry,Nuclear,17911943,0.0897081405948046
2013,CA,Total Electric Power Industry,Oil,68854.75,0.000344844308270751
2013,CA,Total Electric Power Industry,Other,18941847,0.094866194795354
2013,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,3813724.79,0.0191002260140741
2013,CA,Total Electric Power Industry,Total,200077114.62,1.00204349288817
2013,CA,Total Electric Power Industry,Wind,12822060.43,0.0642165509218916
2013,CO,Total Electric Power Industry,Coal,33703436.82,0.636943275786209
2013,CO,Total Electric Power Industry,Gas,10708804.5,0.202379984403742
2013,CO,Total Electric Power Industry,Hydroelectric,932439,0.0176216673184612
2013,CO,Total Electric Power Industry,Nuclear,0,0
2013,CO,Total Electric Power Industry,Oil,10192.34,0.000192619597289094
2013,CO,Total Electric Power Industry,Other,84210.6,0.00159145121331048
2013,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,248452.46,0.00469537052243986
2013,CO,Total Electric Power Industry,Total,52937435.91,1.0004363655943
2013,CO,Total Electric Power Industry,Wind,7203720.19,0.136139265564249
2013,CT,Total Electric Power Industry,Coal,680652.53,0.0193064600882605
2013,CT,Total Electric Power Industry,Gas,15780297.04,0.447602354440166
2013,CT,Total Electric Power Industry,Hydroelectric,400877.05,0.0113707309162938
2013,CT,Total Electric Power Industry,Nuclear,17079582,0.4844560971619
2013,CT,Total Electric Power Industry,Oil,306052.07,0.00868105503756009
2013,CT,Total Electric Power Industry,Other,652089.73,0.0184962867121196
2013,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,CT,Total Electric Power Industry,Total,35610789.32,1.0100870156437
2013,CT,Total Electric Power Industry,Wind,0,0
2013,DC,Total Electric Power Industry,Coal,0,0
2013,DC,Total Electric Power Industry,Gas,65852.08,1
2013,DC,Total Electric Power Industry,Hydroelectric,0,0
2013,DC,Total Electric Power Industry,Nuclear,0,0
2013,DC,Total Electric Power Industry,Oil,0,0
2013,DC,Total Electric Power Industry,Other,0,0
2013,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,DC,Total Electric Power Industry,Total,65852.08,1
2013,DC,Total Electric Power Industry,Wind,0,0
2013,DE,Total Electric Power Industry,Coal,1544720.51,0.19903983720363
2013,DE,Total Electric Power Industry,Gas,6086696.45,0.784281080411052
2013,DE,Total Electric Power Industry,Hydroelectric,0,0
2013,DE,Total Electric Power Industry,Nuclear,0,0
2013,DE,Total Electric Power Industry,Oil,22912.04,0.00295225491089198
2013,DE,Total Electric Power Industry,Other,57347,0.00738925745481075
2013,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,44727,0.00576314921759326
2013,DE,Total Electric Power Industry,Total,7760861,1
2013,DE,Total Electric Power Industry,Wind,4458,0.000574420802021838
2013,FL,Total Electric Power Industry,Coal,46342554.71,0.209831635780402
2013,FL,Total Electric Power Industry,Gas,138971039.96,0.62923852220469
2013,FL,Total Electric Power Industry,Hydroelectric,254214,0.00115104011403948
2013,FL,Total Electric Power Industry,Nuclear,26525855,0.120104806046066
2013,FL,Total Electric Power Industry,Oil,2560466.18,0.0115933791365598
2013,FL,Total Electric Power Industry,Other,4448843.61,0.0201436484859142
2013,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,209902,0.000950402503469967
2013,FL,Total Electric Power Industry,Total,222398923.98,1.00698656572886
2013,FL,Total Electric Power Industry,Wind,0,0
2013,GA,Total Electric Power Industry,Coal,40232866.26,0.332751030960538
2013,GA,Total Electric Power Industry,Gas,40329847.35,0.333553125384352
2013,GA,Total Electric Power Industry,Hydroelectric,3286289.19,0.027179672184931
2013,GA,Total Electric Power Industry,Nuclear,32902781,0.272126629717751
2013,GA,Total Electric Power Industry,Oil,274937.65,0.00227390675812536
2013,GA,Total Electric Power Industry,Other,3824680.95,0.0316325096249215
2013,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,14497.3,0.000119901761161379
2013,GA,Total Electric Power Industry,Total,120953734.3,1.00036322360822
2013,GA,Total Electric Power Industry,Wind,0,0
2013,HI,Total Electric Power Industry,Coal,1403753.87,0.139398361725655
2013,HI,Total Electric Power Industry,Gas,41329.66,0.00410420018623232
2013,HI,Total Electric Power Industry,Hydroelectric,78294.64,0.00777497022886209
2013,HI,Total Electric Power Industry,Nuclear,0,0
2013,HI,Total Electric Power Industry,Oil,7222765.79,0.717249469277764
2013,HI,Total Electric Power Industry,Other,604205.25,0.0599999927309479
2013,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,19465.96,0.00193304751738076
2013,HI,Total Electric Power Industry,Total,10267052.27,1.01955926660396
2013,HI,Total Electric Power Industry,Wind,503310,0.0499806917291986
2013,IA,Total Electric Power Industry,Coal,33302345.12,0.587646026399002
2013,IA,Total Electric Power Industry,Gas,1430011.71,0.025233679371753
2013,IA,Total Electric Power Industry,Hydroelectric,749122,0.0132188458500989
2013,IA,Total Electric Power Industry,Nuclear,5320785,0.0938894288467279
2013,IA,Total Electric Power Industry,Oil,141456.23,0.00249610624024676
2013,IA,Total Electric Power Industry,Other,158630.46,0.00279915901264451
2013,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,IA,Total Electric Power Industry,Total,56670756.92,0.999999999911771
2013,IA,Total Electric Power Industry,Wind,15568406.41,0.274716754367755
2013,ID,Total Electric Power Industry,Coal,91618.11,0.00604835847119037
2013,ID,Total Electric Power Industry,Gas,3391909.86,0.223923924377453
2013,ID,Total Electric Power Industry,Hydroelectric,8473450.76,0.559392326303833
2013,ID,Total Electric Power Industry,Nuclear,0,0
2013,ID,Total Electric Power Industry,Oil,38,2.50864836553858E-06
2013,ID,Total Electric Power Industry,Other,691922.48,0.0456786894350369
2013,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,ID,Total Electric Power Industry,Total,15186128.21,1.00254357139147
2013,ID,Total Electric Power Industry,Wind,2460131,0.162410621372653
2013,IL,Total Electric Power Industry,Coal,87927139.48,0.433431991642563
2013,IL,Total Electric Power Industry,Gas,7183636.24,0.0354113392196401
2013,IL,Total Electric Power Industry,Hydroelectric,120295,0.000592987577476029
2013,IL,Total Electric Power Industry,Nuclear,97131436,0.478804064428347
2013,IL,Total Electric Power Industry,Oil,72432.5,0.000357052019664429
2013,IL,Total Electric Power Industry,Other,607986.45,0.00299703572154912
2013,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,52120,0.000256922669587686
2013,IL,Total Electric Power Industry,Total,203004919.48,1.00070157045731
2013,IL,Total Electric Power Industry,Wind,9625229,0.0474470362638682
2013,IN,Total Electric Power Industry,Coal,92671941.98,0.841078724558078
2013,IN,Total Electric Power Industry,Gas,11441897.84,0.103845205314333
2013,IN,Total Electric Power Industry,Hydroelectric,386928,0.00351170917305307
2013,IN,Total Electric Power Industry,Nuclear,0,0
2013,IN,Total Electric Power Industry,Oil,1572309.04,0.0142700762897549
2013,IN,Total Electric Power Industry,Other,376302.76,0.00341527585012506
2013,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,30540,0.000277177144442999
2013,IN,Total Electric Power Industry,Total,110403477.11,1.00200787563614
2013,IN,Total Electric Power Industry,Wind,3481093,0.0315939560340705
2013,KS,Total Electric Power Industry,Coal,29767262.04,0.614105154742399
2013,KS,Total Electric Power Industry,Gas,1980178.51,0.0408515176393133
2013,KS,Total Electric Power Industry,Hydroelectric,14518,0.000299509529111873
2013,KS,Total Electric Power Industry,Nuclear,7168301,0.147883624262445
2013,KS,Total Electric Power Industry,Oil,51123.35,0.00105468594056492
2013,KS,Total Electric Power Industry,Other,58002.4,0.00119660225315874
2013,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,KS,Total Electric Power Industry,Total,48472581.3,1
2013,KS,Total Electric Power Industry,Wind,9433196,0.194608905633008
2013,KY,Total Electric Power Industry,Coal,83303260.47,0.92830729974611
2013,KY,Total Electric Power Industry,Gas,1418346.15,0.0158056368644293
2013,KY,Total Electric Power Industry,Hydroelectric,3275214,0.0364980319770989
2013,KY,Total Electric Power Industry,Nuclear,0,0
2013,KY,Total Electric Power Industry,Oil,1408935.17,0.0157007636411908
2013,KY,Total Electric Power Industry,Other,326680.74,0.00364043512723819
2013,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,KY,Total Electric Power Industry,Total,89741021.22,1.00004783264393
2013,KY,Total Electric Power Industry,Wind,0,0
2013,LA,Total Electric Power Industry,Coal,20843712.52,0.205012291886364
2013,LA,Total Electric Power Industry,Gas,54756454.91,0.538567508350545
2013,LA,Total Electric Power Industry,Hydroelectric,1044561,0.0102739780362847
2013,LA,Total Electric Power Industry,Nuclear,16954394,0.166758161155277
2013,LA,Total Electric Power Industry,Oil,4945198.26,0.0486394363836227
2013,LA,Total Electric Power Industry,Other,2786602.78,0.0274081607082496
2013,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,LA,Total Electric Power Industry,Total,102010176.99,1.00334046347966
2013,LA,Total Electric Power Industry,Wind,0,0
2013,MA,Total Electric Power Industry,Coal,3959229.27,0.12202121072812
2013,MA,Total Electric Power Industry,Gas,21256887.12,0.65512525944055
2013,MA,Total Electric Power Industry,Hydroelectric,623598.05,0.0192189398187325
2013,MA,Total Electric Power Industry,Nuclear,4330643,0.133467972187237
2013,MA,Total Electric Power Industry,Oil,390311.29,0.0120291735887915
2013,MA,Total Electric Power Industry,Other,1137071.5,0.0350439016416038
2013,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,106457.01,0.00328094494277557
2013,MA,Total Electric Power Industry,Total,32885020.68,1.01349777053776
2013,MA,Total Electric Power Industry,Wind,204897.56,0.00631482711442914
2013,MD,Total Electric Power Industry,Coal,15538469.04,0.435257860810619
2013,MD,Total Electric Power Industry,Gas,2887589.22,0.0808860836650999
2013,MD,Total Electric Power Industry,Hydroelectric,1727020,0.0483766469426357
2013,MD,Total Electric Power Industry,Nuclear,14264305,0.399566447908579
2013,MD,Total Electric Power Industry,Oil,189553.21,0.00530969457042379
2013,MD,Total Electric Power Industry,Other,556008.68,0.0155747099682696
2013,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,63485.39,0.00177832931757915
2013,MD,Total Electric Power Industry,Total,35850812.33,1.00423972547805
2013,MD,Total Electric Power Industry,Wind,321670,0.00901050133874398
2013,ME,Total Electric Power Industry,Coal,62751.77,0.00453750961323385
2013,ME,Total Electric Power Industry,Gas,4873388.16,0.352389193564103
2013,ME,Total Electric Power Industry,Hydroelectric,3560454.81,0.257452465928208
2013,ME,Total Electric Power Industry,Nuclear,0,0
2013,ME,Total Electric Power Industry,Oil,239127.58,0.0172910452253275
2013,ME,Total Electric Power Industry,Other,3845693.66,0.278077765006509
2013,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,ME,Total Electric Power Industry,Total,14030037.61,1.01449617324591
2013,ME,Total Electric Power Industry,Wind,1047670.18,0.0757558474167094
2013,MI,Total Electric Power Industry,Coal,56291452.83,0.534776651093361
2013,MI,Total Electric Power Industry,Gas,13298056.87,0.126333394529083
2013,MI,Total Electric Power Industry,Hydroelectric,548227,0.00520823294407341
2013,MI,Total Electric Power Industry,Nuclear,28920823,0.27475185118266
2013,MI,Total Electric Power Industry,Oil,532481.09,0.00505864460348381
2013,MI,Total Electric Power Industry,Other,2714760.43,0.0257906026277306
2013,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,MI,Total Electric Power Industry,Total,105417800.56,1.00148380464361
2013,MI,Total Electric Power Industry,Wind,2799624,0.0265968183759986
2013,MN,Total Electric Power Industry,Coal,23517798.22,0.460081775714296
2013,MN,Total Electric Power Industry,Gas,6301053.16,0.123268330632143
2013,MN,Total Electric Power Industry,Hydroelectric,511112.06,0.0099989523659495
2013,MN,Total Electric Power Industry,Nuclear,10707717,0.209476474163157
2013,MN,Total Electric Power Industry,Oil,27167.27,0.000531476871515982
2013,MN,Total Electric Power Industry,Other,1609830.22,0.0314933200501002
2013,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,2706,5.29378334415732E-05
2013,MN,Total Electric Power Industry,Total,51296987.61,1.00352970663438
2013,MN,Total Electric Power Industry,Wind,8258750.75,0.161567025735021
2013,MO,Total Electric Power Industry,Coal,76104817.67,0.830670873851268
2013,MO,Total Electric Power Industry,Gas,4399627.7,0.048021172615198
2013,MO,Total Electric Power Industry,Hydroelectric,1432502,0.0156355106623264
2013,MO,Total Electric Power Industry,Nuclear,8367103,0.091325476801626
2013,MO,Total Electric Power Industry,Oil,65475.36,0.000714652188548188
2013,MO,Total Electric Power Industry,Other,74015.04,0.000807861313347215
2013,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,MO,Total Electric Power Industry,Total,91626592.93,1.00008835639298
2013,MO,Total Electric Power Industry,Wind,1166862,0.0127360961747093
2013,MS,Total Electric Power Industry,Coal,8701295.08,0.164773341744822
2013,MS,Total Electric Power Industry,Gas,31776888.51,0.601747678007185
2013,MS,Total Electric Power Industry,Hydroelectric,0,0
2013,MS,Total Electric Power Industry,Nuclear,10864509,0.205737357242538
2013,MS,Total Electric Power Industry,Oil,13982.14,0.000264774830799549
2013,MS,Total Electric Power Industry,Other,1448387.11,0.0274275934858682
2013,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,MS,Total Electric Power Industry,Total,52810263.89,1.00004925468879
2013,MS,Total Electric Power Industry,Wind,0,0
2013,MT,Total Electric Power Industry,Coal,14880295.49,0.540686872440947
2013,MT,Total Electric Power Industry,Gas,614247.29,0.0223191432158467
2013,MT,Total Electric Power Industry,Hydroelectric,9638259.78,0.350213511534345
2013,MT,Total Electric Power Industry,Nuclear,0,0
2013,MT,Total Electric Power Industry,Oil,462302.22,0.0167981033456149
2013,MT,Total Electric Power Industry,Other,5117,0.000185930093131526
2013,MT,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,MT,Total Electric Power Industry,Total,27687326.31,1.00604009368404
2013,MT,Total Electric Power Industry,Wind,1754644.53,0.0637563456860705
2013,NC,Total Electric Power Industry,Coal,47072209.59,0.374621101689084
2013,NC,Total Electric Power Industry,Gas,27982509.08,0.222696968569782
2013,NC,Total Electric Power Industry,Hydroelectric,6900532.5,0.0549174366342154
2013,NC,Total Electric Power Industry,Nuclear,40241737,0.320261232266968
2013,NC,Total Electric Power Industry,Oil,217570.86,0.00173152346105199
2013,NC,Total Electric Power Industry,Other,2610187.43,0.0207730059659092
2013,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,344662.81,0.00274297643382531
2013,NC,Total Electric Power Industry,Total,125936293.36,1.00225575497916
2013,NC,Total Electric Power Industry,Wind,0,0
2013,ND,Total Electric Power Industry,Coal,27477822.3,0.785021284375047
2013,ND,Total Electric Power Industry,Gas,95803.73,0.00273704249017289
2013,ND,Total Electric Power Industry,Hydroelectric,1852421,0.0529223130110755
2013,ND,Total Electric Power Industry,Nuclear,0,0
2013,ND,Total Electric Power Industry,Oil,33133.7,0.000946605573255254
2013,ND,Total Electric Power Industry,Other,5481,0.000156588160906028
2013,ND,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,ND,Total Electric Power Industry,Total,35021672.73,1.00054357318801
2013,ND,Total Electric Power Industry,Wind,5518958,0.157672593201534
2013,NE,Total Electric Power Industry,Coal,26767101.2,0.721395222340483
2013,NE,Total Electric Power Industry,Gas,436645.29,0.0117679469177437
2013,NE,Total Electric Power Industry,Hydroelectric,1123915,0.0302904264925334
2013,NE,Total Electric Power Industry,Nuclear,6865367,0.185027243570701
2013,NE,Total Electric Power Industry,Oil,42560.54,0.00114704128724372
2013,NE,Total Electric Power Industry,Other,67278.87,0.00181322045371377
2013,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,NE,Total Electric Power Industry,Total,37104627.77,1
2013,NE,Total Electric Power Industry,Wind,1801759.87,0.0485588989375812
2013,NH,Total Electric Power Industry,Coal,1463531.25,0.0741102362726734
2013,NH,Total Electric Power Industry,Gas,4100172.01,0.207624344488512
2013,NH,Total Electric Power Industry,Hydroelectric,1427198.42,0.0722704158959272
2013,NH,Total Electric Power Industry,Nuclear,10926725,0.553307058825377
2013,NH,Total Electric Power Industry,Oil,104512.11,0.00529228000116542
2013,NH,Total Electric Power Industry,Other,1306218.94,0.0661442618784129
2013,NH,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,NH,Total Electric Power Industry,Total,19778520.45,1.00154391897912
2013,NH,Total Electric Power Industry,Wind,389184,0.0197074836588178
2013,NJ,Total Electric Power Industry,Coal,2021618.38,0.0313728829685773
2013,NJ,Total Electric Power Industry,Gas,27299694.29,0.423655682254981
2013,NJ,Total Electric Power Industry,Hydroelectric,-183859,-0.00285325210078455
2013,NJ,Total Electric Power Industry,Nuclear,33379688,0.518009262040655
2013,NJ,Total Electric Power Industry,Oil,161598.54,0.00250779876828829
2013,NJ,Total Electric Power Industry,Other,998832.18,0.0155005738958453
2013,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,437408.78,0.0067880142959366
2013,NJ,Total Electric Power Industry,Total,64750941.71,1.00485024100988
2013,NJ,Total Electric Power Industry,Wind,10877,0.000168796866621887
2013,NM,Total Electric Power Industry,Coal,24145270.91,0.673121332706697
2013,NM,Total Electric Power Industry,Gas,8975243.1,0.250211630234245
2013,NM,Total Electric Power Industry,Hydroelectric,91838,0.00256025774916922
2013,NM,Total Electric Power Industry,Nuclear,0,0
2013,NM,Total Electric Power Industry,Oil,57847.78,0.00161267914171951
2013,NM,Total Electric Power Industry,Other,18587.18,0.000518172996256485
2013,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,388041.21,0.010817804339157
2013,NM,Total Electric Power Industry,Total,35870965.18,1.00000998031615
2013,NM,Total Electric Power Industry,Wind,2193421,0.0611481425166107
2013,NV,Total Electric Power Industry,Coal,5254553.25,0.144232312921164
2013,NV,Total Electric Power Industry,Gas,24772937.33,0.679992737528534
2013,NV,Total Electric Power Industry,Hydroelectric,2681943,0.0736166946281735
2013,NV,Total Electric Power Industry,Nuclear,0,0
2013,NV,Total Electric Power Industry,Oil,18890.31,0.000518520409532019
2013,NV,Total Electric Power Industry,Other,2694230.08,0.0739539628759445
2013,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,745382,0.0204600019744406
2013,NV,Total Electric Power Industry,Total,36443873.59,1.0003484463103
2013,NV,Total Electric Power Industry,Wind,250549,0.006877323351911
2013,NY,Total Electric Power Industry,Coal,4697104.74,0.0346202884820001
2013,NY,Total Electric Power Industry,Gas,54354386.61,0.4006222234466
2013,NY,Total Electric Power Industry,Hydroelectric,24530421.28,0.180802921865139
2013,NY,Total Electric Power Industry,Nuclear,44755606,0.329873842861493
2013,NY,Total Electric Power Industry,Oil,1007373.31,0.00742490460224809
2013,NY,Total Electric Power Industry,Other,2281595.41,0.0168166340045054
2013,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,67017.16,0.0004939539441576
2013,NY,Total Electric Power Industry,Total,136116829.97,1.00325715130141
2013,NY,Total Electric Power Industry,Wind,3539498,0.0260880794924455
2013,OH,Total Electric Power Industry,Coal,94563884.82,0.688837596358593
2013,OH,Total Electric Power Industry,Gas,22647045.03,0.164969280743748
2013,OH,Total Electric Power Industry,Hydroelectric,549238,0.00400084857415655
2013,OH,Total Electric Power Industry,Nuclear,16121250,0.117433025530137
2013,OH,Total Electric Power Industry,Oil,1385887.94,0.0100953098450758
2013,OH,Total Electric Power Industry,Other,817049.12,0.00595168179690382
2013,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,46309.54,0.000337335466735451
2013,OH,Total Electric Power Industry,Total,137284188.68,1.00002776671428
2013,OH,Total Electric Power Industry,Wind,1145900.58,0.00834715497037379
2013,OK,Total Electric Power Industry,Coal,29999448.5,0.407199085658256
2013,OK,Total Electric Power Industry,Gas,30055997.79,0.407966660408259
2013,OK,Total Electric Power Industry,Hydroelectric,2099621,0.0284993156267147
2013,OK,Total Electric Power Industry,Nuclear,0,0
2013,OK,Total Electric Power Industry,Oil,10211.07,0.000138600493525488
2013,OK,Total Electric Power Industry,Other,343911.16,0.00466809614515647
2013,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2013,OK,Total Electric Power Industry,Total,73673680.26,1.00001355821427
2013,OK,Total Electric Power Industry,Wind,11162493,0.15151468345382
2013,OR,Total Electric Power Industry,Coal,3758995.72,0.0627774276289979
2013,OR,Total Electric Power Industry,Gas,14363040.27,0.239871175241005
2013,OR,Total Electric Power Industry,Hydroelectric,33097667,0.552750401849665
2013,OR,Total Electric Power Industry,Nuclear,0,0
2013,OR,Total Electric Power Industry,Oil,6151.44,0.000102732646743775
2013,OR,Total Electric Power Industry,Other,1158719.72,0.0193512972035501
2013,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,20493,0.000342245088909293
2013,OR,Total Electric Power Industry,Total,59895514.66,1.00029013517199
2013,OR,Total Electric Power Industry,Wind,7455702,0.124514585169141
2013,PA,Total Electric Power Industry,Coal,88443208.96,0.390710029205444
2013,PA,Total Electric Power Industry,Gas,50587849.73,0.223478777826663
2013,PA,Total Electric Power Industry,Hydroelectric,1985903.02,0.00877299948822865
2013,PA,Total Electric Power Industry,Nuclear,78714031,0.347730048610035
2013,PA,Total Electric Power Industry,Oil,460072.03,0.00203243141436903
2013,PA,Total Electric Power Industry,Other,2338837.81,0.0103321374223903
2013,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,63105.81,0.000278778587503359
2013,PA,Total Electric Power Industry,Total,226785630.47,1.00185668686426
2013,PA,Total Electric Power Industry,Wind,3352043,0.0148081105811101
2013,RI,Total Electric Power Industry,Coal,0,0
2013,RI,Total Electric Power Industry,Gas,6139090.42,0.982756581910061
2013,RI,Total Electric Power Industry,Hydroelectric,4447.08,0.000711896525589958
2013,RI,Total Electric Power Industry,Nuclear,0,0
2013,RI,Total Electric Power Industry,Oil,50540.24,0.00809057207391875
2013,RI,Total Electric Power Industry,Other,48132.38,0.00770511753563587
